LandisData  EcoregionParameters
EcoregionParameters	PrecLossFrac	climateFileName	SoilType	RootingDepth	LeakageFrac	SnowSublimFrac
eco236	0.24	Y:/LANDIS_INPUTS/climate_data/pnet_climate/current_june_2016_25NC/23_june_2016_cr_currentrcp85_climate.txt	LOAM	1000	1	0.15
eco237	0.52	Y:/LANDIS_INPUTS/climate_data/pnet_climate/current_june_2016_25NC/23_june_2016_cr_currentrcp85_climate.txt	SAND	1000	1	0.15
eco241	0.6	Y:/LANDIS_INPUTS/climate_data/pnet_climate/current_june_2016_25NC/24_june_2016_cr_currentrcp85_climate.txt	SILO	1000	1	0.15
eco242	0.19	Y:/LANDIS_INPUTS/climate_data/pnet_climate/current_june_2016_25NC/24_june_2016_cr_currentrcp85_climate.txt	SALO	1000	1	0.15
eco243	0.56	Y:/LANDIS_INPUTS/climate_data/pnet_climate/current_june_2016_25NC/24_june_2016_cr_currentrcp85_climate.txt	LOSA	1000	1	0.15
eco244	0.34	Y:/LANDIS_INPUTS/climate_data/pnet_climate/current_june_2016_25NC/24_june_2016_cr_currentrcp85_climate.txt	CLAY	1000	1	0.15
eco246	0.28	Y:/LANDIS_INPUTS/climate_data/pnet_climate/current_june_2016_25NC/24_june_2016_cr_currentrcp85_climate.txt	LOAM	1000	1	0.15
eco247	0.6	Y:/LANDIS_INPUTS/climate_data/pnet_climate/current_june_2016_25NC/24_june_2016_cr_currentrcp85_climate.txt	SAND	1000	1	0.15
eco251	0.68	Y:/LANDIS_INPUTS/climate_data/pnet_climate/current_june_2016_25NC/25_june_2016_cr_currentrcp85_climate.txt	SILO	1000	1	0.15
eco252	0.27	Y:/LANDIS_INPUTS/climate_data/pnet_climate/current_june_2016_25NC/25_june_2016_cr_currentrcp85_climate.txt	SALO	1000	1	0.15
eco253	0.68	Y:/LANDIS_INPUTS/climate_data/pnet_climate/current_june_2016_25NC/25_june_2016_cr_currentrcp85_climate.txt	LOSA	1000	1	0.15
eco254	0.38	Y:/LANDIS_INPUTS/climate_data/pnet_climate/current_june_2016_25NC/25_june_2016_cr_currentrcp85_climate.txt	CLAY	1000	1	0.15
eco256	0.32	Y:/LANDIS_INPUTS/climate_data/pnet_climate/current_june_2016_25NC/25_june_2016_cr_currentrcp85_climate.txt	LOAM	1000	1	0.15
eco257	0.68	Y:/LANDIS_INPUTS/climate_data/pnet_climate/current_june_2016_25NC/25_june_2016_cr_currentrcp85_climate.txt	SAND	1000	1	0.15
eco258	0.58	Y:/LANDIS_INPUTS/climate_data/pnet_climate/current_june_2016_25NC/25_june_2016_cr_currentrcp85_climate.txt	SLCL	1000	1	0.15
